id,articleType,baseColour,type_lbl,color_lbl
41144,Tops,Pink,tshirt,pink
57186,Tunics,Pink,tshirt,pink
40437,Kurtas,Brown,tshirt,brown
59373,Kurtas,Beige,tshirt,nude
12587,Tshirts,Brown,tshirt,brown
1857,Tshirts,Black,tshirt,black
22080,Kurtas,Black,tshirt,black
14067,Tshirts,White,tshirt,white
47000,Kurtas,Pink,tshirt,pink
5187,Tshirts,Black,tshirt,black
26871,Tops,White,tshirt,white
53797,Tshirts,Black,tshirt,black
19589,Tops,Pink,tshirt,pink
24376,Kurtas,Brown,tshirt,brown
23975,Shirts,Brown,tshirt,brown
56651,Tops,Beige,tshirt,nude
13712,Tshirts,Black,tshirt,black
6198,Tops,Black,tshirt,black
9271,Shirts,Brown,tshirt,brown
39465,Kurtis,Beige,tshirt,nude
21224,Tshirts,Brown,tshirt,brown
53408,Kurtas,Beige,tshirt,nude
2322,Tshirts,White,tshirt,white
34107,Tops,Pink,tshirt,pink
16364,Shirts,White,tshirt,white
10855,Tshirts,White,tshirt,white
3019,Tshirts,White,tshirt,white
58005,Tops,Black,tshirt,black
37139,Shirts,Pink,tshirt,pink
15100,Kurtas,Beige,tshirt,nude
13729,Shirts,Pink,tshirt,pink
28573,Tshirts,Pink,tshirt,pink
54572,Kurtas,Pink,tshirt,pink
44221,Tshirts,White,tshirt,white
27187,Tshirts,Brown,tshirt,brown
11443,Tops,Pink,tshirt,pink
5145,Tshirts,White,tshirt,white
27872,Shirts,Pink,tshirt,pink
27096,Kurtas,Cream,tshirt,white
13241,Jackets,White,tshirt,white
12272,Shirts,Pink,tshirt,pink
34159,Tops,White,tshirt,white
12531,Sweatshirts,Pink,sweatshirt,pink
7291,Tshirts,Brown,tshirt,brown
33582,Tshirts,White,tshirt,white
11619,Kurtis,Beige,tshirt,nude
23067,Sweaters,Brown,tshirt,brown
16538,Shirts,White,tshirt,white
51857,Shirts,Beige,tshirt,nude
23063,Tshirts,Beige,tshirt,nude
19539,Sweaters,Black,tshirt,black
7409,Kurtas,Pink,tshirt,pink
30933,Kurtas,Brown,tshirt,brown
2922,Tshirts,White,tshirt,white
21426,Tshirts,Pink,tshirt,pink
6030,Tshirts,Pink,tshirt,pink
2132,Shirts,Brown,tshirt,brown
9840,Tshirts,White,tshirt,white
15527,Tshirts,White,tshirt,white
14676,Shirts,Brown,tshirt,brown
11016,Tops,Pink,tshirt,pink
41797,Tunics,Pink,tshirt,pink
11471,Tops,Brown,tshirt,brown
13523,Tops,Pink,tshirt,pink
31386,Tshirts,Khaki,tshirt,nude
17626,Jackets,White,tshirt,white
4894,Tops,Pink,tshirt,pink
23327,Kurtas,Brown,tshirt,brown
12118,Kurtas,Brown,tshirt,brown
27264,Tops,Pink,tshirt,pink
4618,Tops,Pink,tshirt,pink
17802,Tshirts,Pink,tshirt,pink
42563,Kurtis,Brown,tshirt,brown
27089,Kurtas,Brown,tshirt,brown
53856,Kurtas,Brown,tshirt,brown
6314,Tshirts,Brown,tshirt,brown
53811,Tunics,White,tshirt,white
10184,Shirts,White,tshirt,white
31049,Shirts,Beige,tshirt,nude
24362,Kurtas,Brown,tshirt,brown
19110,Tshirts,Beige,tshirt,nude
34187,Tshirts,Pink,tshirt,pink
8788,Shirts,White,tshirt,white
12043,Shirts,White,tshirt,white
19581,Tshirts,White,tshirt,white
12225,Tshirts,Pink,tshirt,pink
11473,Shirts,White,tshirt,white
11538,Kurtas,White,tshirt,white
24511,Kurtas,Pink,tshirt,pink
7551,Tshirts,White,tshirt,white
12076,Kurtas,Beige,tshirt,nude
14733,Shirts,White,tshirt,white
13871,Shirts,Beige,tshirt,nude
2303,Tshirts,Pink,tshirt,pink
40023,Tshirts,Black,tshirt,black
50340,Kurtis,Brown,tshirt,brown
12385,Shirts,Pink,tshirt,pink
34226,Tshirts,Black,tshirt,black
39223,Tops,Beige,tshirt,nude
3747,Tshirts,Black,tshirt,black
30854,Kurtas,Beige,tshirt,nude
39163,Kurtas,Black,tshirt,black
57156,Tshirts,Pink,tshirt,pink
6889,Jackets,Cream,tshirt,white
24952,Tshirts,White,tshirt,white
6251,Tshirts,White,tshirt,white
34025,Tshirts,White,tshirt,white
9870,Tshirts,Pink,tshirt,pink
34398,Tshirts,Black,tshirt,black
30833,Kurtas,Beige,tshirt,nude
10475,Shirts,Brown,tshirt,brown
57100,Tops,Pink,tshirt,pink
20170,Shirts,Khaki,tshirt,nude
5431,Shirts,Pink,tshirt,pink
54908,Tshirts,Beige,tshirt,nude
54933,Tshirts,Beige,tshirt,nude
3723,Tshirts,White,tshirt,white
49657,Tops,Brown,tshirt,brown
53826,Kurtas,Brown,tshirt,brown
4917,Tops,Pink,tshirt,pink
23326,Kurtas,Brown,tshirt,brown
22776,Kurtas,Pink,tshirt,pink
11765,Tshirts,White,tshirt,white
18292,Kurtas,Brown,tshirt,brown
19176,Shirts,Black,tshirt,black
36234,Kurtas,Pink,tshirt,pink
2144,Tshirts,Pink,tshirt,pink
3278,Tshirts,White,tshirt,white
24533,Kurtas,Pink,tshirt,pink
6473,Tshirts,Pink,tshirt,pink
53428,Kurtas,Beige,tshirt,nude
24953,Tshirts,Pink,tshirt,pink
16822,Tshirts,Pink,tshirt,pink
24555,Tops,Black,tshirt,black
52116,Tops,White,tshirt,white
42203,Tops,Pink,tshirt,pink
5119,Tshirts,Beige,tshirt,nude
30930,Tops,Beige,tshirt,nude
54913,Sweatshirts,Beige,sweatshirt,nude
11416,Sweatshirts,Black,sweatshirt,black
9970,Sweatshirts,Black,sweatshirt,black
51435,Shirts,Pink,tshirt,pink
14287,Shirts,White,tshirt,white
28698,Kurtas,Brown,tshirt,brown
26956,Tops,Black,tshirt,black
2607,Tshirts,Black,tshirt,black
4923,Tops,White,tshirt,white
27091,Kurtas,Brown,tshirt,brown
12115,Kurtas,Beige,tshirt,nude
40184,Kurtis,Pink,tshirt,pink
48407,Tshirts,Brown,tshirt,brown
52028,Rain Jacket,Brown,tshirt,brown
54900,Tshirts,Beige,tshirt,nude
11536,Kurtas,Pink,tshirt,pink
23319,Kurtas,Brown,tshirt,brown
39471,Kurtis,Beige,tshirt,nude
39719,Tops,Beige,tshirt,nude
43053,Tshirts,Black,tshirt,black
18270,Kurtas,Black,tshirt,black
26787,Shirts,Beige,tshirt,nude
12831,Tops,Pink,tshirt,pink
39180,Kurtas,Black,tshirt,black
51410,Shirts,White,tshirt,white
37778,Shirts,Beige,tshirt,nude
48411,Tshirts,White,tshirt,white
31233,Tshirts,White,tshirt,white
16231,Sweatshirts,Black,sweatshirt,black
6703,Tshirts,White,tshirt,white
20123,Shirts,Black,tshirt,black
44848,Tshirts,Black,tshirt,black
5165,Tshirts,Black,tshirt,black
11586,Kurtas,Beige,tshirt,nude
8868,Shirts,Brown,tshirt,brown
44898,Tshirts,Black,tshirt,black
40583,Kurtas,Pink,tshirt,pink
8348,Tshirts,Brown,tshirt,brown
42416,Kurtas,Pink,tshirt,pink
45736,Kurtas,Black,tshirt,black
37601,Tshirts,White,tshirt,white
5094,Tshirts,Brown,tshirt,brown
20346,Sweaters,Pink,tshirt,pink
3774,Tshirts,Pink,tshirt,pink
58497,Tops,Pink,tshirt,pink
23316,Kurtas,Brown,tshirt,brown
11789,Kurtas,Pink,tshirt,pink
22043,Kurtas,Brown,tshirt,brown
10476,Shirts,Pink,tshirt,pink
48429,Tshirts,Beige,tshirt,nude
12470,Shirts,Beige,tshirt,nude
15076,Kurtas,White,tshirt,white
37597,Tshirts,White,tshirt,white
43528,Tops,Cream,tshirt,white
12057,Kurtas,Brown,tshirt,brown
23331,Kurtas,Brown,tshirt,brown
19750,Tshirts,Black,tshirt,black
58684,Kurtas,Beige,tshirt,nude
28575,Tshirts,Pink,tshirt,pink
20793,Jackets,Beige,tshirt,nude
37602,Tshirts,Pink,tshirt,pink
53393,Kurtas,Beige,tshirt,nude
53837,Kurtas,White,tshirt,white
3819,Tshirts,Pink,tshirt,pink
6543,Tshirts,Black,tshirt,black
46245,Tunics,Beige,tshirt,nude
25784,Suspenders,Brown,tshirt,brown
1848,Tshirts,Black,tshirt,black
21112,Tops,White,tshirt,white
54706,Kurtas,White,tshirt,white
25891,Tops,Beige,tshirt,nude
58670,Kurtas,Black,tshirt,black
59886,Tops,Brown,tshirt,brown
15965,Jackets,Black,tshirt,black
5011,Tops,Pink,tshirt,pink
24037,Tshirts,Beige,tshirt,nude
36240,Tops,Tan,tshirt,nude
33986,Shirts,Beige,tshirt,nude
24697,Shirts,Brown,tshirt,brown
19806,Tshirts,Black,tshirt,black
12034,Shirts,Brown,tshirt,brown
28960,Kurtas,White,tshirt,white
30765,Kurtas,Beige,tshirt,nude
24234,Kurtas,Brown,tshirt,brown
43617,Tops,Pink,tshirt,pink
3681,Tshirts,Brown,tshirt,brown
46376,Shirts,Black,tshirt,black
3059,Tshirts,Brown,tshirt,brown
3898,Tshirts,Pink,tshirt,pink
11694,Shirts,Brown,tshirt,brown
51462,Tops,Brown,tshirt,brown
37813,Shirts,Black,tshirt,black
39150,Kurtas,White,tshirt,white
7000,Tshirts,White,tshirt,white
56647,Kurtis,Pink,tshirt,pink
6892,Tops,White,tshirt,white
15107,Tops,Beige,tshirt,nude
3847,Tshirts,White,tshirt,white
37152,Tshirts,Beige,tshirt,nude
14957,Tshirts,White,tshirt,white
57287,Shirts,Brown,tshirt,brown
23137,Sweatshirts,Beige,sweatshirt,nude
28619,Tshirts,White,tshirt,white
26261,Tshirts,Beige,tshirt,nude
3853,Tshirts,Pink,tshirt,pink
1948,Tshirts,Black,tshirt,black
7305,Tops,Pink,tshirt,pink
6089,Tshirts,Pink,tshirt,pink
32257,Tops,Beige,tshirt,nude
6083,Tshirts,Pink,tshirt,pink
19104,Kurtas,Beige,tshirt,nude
9240,Shirts,Black,tshirt,black
42679,Kurtas,Beige,tshirt,nude
28690,Kurtas,Beige,tshirt,nude
38999,Shirts,White,tshirt,white
28703,Kurtas,Pink,tshirt,pink
42561,Tops,Brown,tshirt,brown
24153,Kurtas,Black,tshirt,black
24387,Kurtas,Brown,tshirt,brown
20004,Tshirts,Beige,tshirt,nude
22314,Jackets,Black,tshirt,black
17715,Shirts,Brown,tshirt,brown
38856,Tops,White,tshirt,white
23309,Kurtas,Black,tshirt,black
59883,Tops,Brown,tshirt,brown
50844,Dupatta,Cream,tshirt,white
28768,Kurtas,Beige,tshirt,nude
54716,Kurtas,Beige,tshirt,nude
35050,Kurtis,Brown,tshirt,brown
43325,Tshirts,Pink,tshirt,pink
1973,Tshirts,Brown,tshirt,brown
13267,Tops,Pink,tshirt,pink
31453,Tshirts,Black,tshirt,black
12041,Shirts,Pink,tshirt,pink
41585,Shirts,White,tshirt,white
33949,Tshirts,Black,tshirt,black
39462,Kurtas,Brown,tshirt,brown
3970,Tops,Black,tshirt,black
24543,Tops,Beige,tshirt,nude
17922,Tshirts,Brown,tshirt,brown
11168,Shirts,Brown,tshirt,brown
11610,Kurtas,Beige,tshirt,nude
27104,Kurtas,Black,tshirt,black
41386,Tops,Pink,tshirt,pink
15087,Shirts,Black,tshirt,black
4910,Tops,Pink,tshirt,pink
29670,Shirts,Black,tshirt,black
11451,Tshirts,Black,tshirt,black
27278,Kurtas,Brown,tshirt,brown
11566,Kurtas,White,tshirt,white
28726,Kurtas,Beige,tshirt,nude
18645,Tshirts,Black,tshirt,black
